gene,locus,sample_1,sample_2,status,value_1,value_2,log2.fold_change.,test_stat,p_value,q_value
SYCP1,chr1:115397454-115537990,E3,E4,NOTEST,0,0.00872597,Inf,0,1,1
SYCP2,chr20:58438617-58507209,E3,E4,NOTEST,0.0975504,0.0599482,-0.702432,0,1,1
SYCP2L,chr6:10887063-10974541,E3,E4,OK,0.287157,0.706014,1.29786,3.31778,5.00E-05,0.000167183
SYCP3,chr12:102091416-102133250,E3,E4,OK,1.68848,2.06352,0.28938,0.330544,0.55775,0.663883
SYDE1,chr19:15218213-15236577,E3,E4,OK,9.05451,13.6644,0.593713,2.675,5.00E-05,0.000167183
SYDE2,chr1:85623355-85666728,E3,E4,OK,1.25246,1.94886,0.637869,2.95412,5.00E-05,0.000167183
SYF2,chr1:25548766-25559013,E3,E4,OK,26.7506,24.3833,-0.133682,-0.854001,0.13565,0.214708
SYK,chr9:93564011-93660842,E3,E4,NOTEST,0.208008,0.265603,0.352633,0,1,1
SYMPK,chr19:46318699-46366548,E3,E4,OK,19.8229,19.7506,-0.00527673,-0.0352307,0.95,0.966044
SYN1,chrX:47420498-47479256,E3,E4,OK,0.776385,1.5594,1.00615,0.801075,0.17175,0.261434
SYN2,chr3:12045861-12233532,E3,E4,OK,0.0178684,0.872503,5.60968,2.64627,0.01795,0.0370837
SYN3,chr22:32908539-33454377,E3,E4,OK,0.0456466,0.560661,3.61855,1.07696,0.0378,0.071697
SYNC,chr1:33116748-33168361,E3,E4,OK,46.2869,50.3423,0.121167,0.531783,0.35305,0.465961
SYNCRIP,chr6:86317501-86353043,E3,E4,OK,54.8355,49.7579,-0.140186,-0.853859,0.1312,0.208803
SYNDIG1,chr20:24449834-24647167,E3,E4,OK,0.0474534,2.78991,5.87756,5.09901,0.0026,0.00656632
SYNDIG1L,chr14:74872595-74892805,E3,E4,NOTEST,0.0262428,0.0159916,-0.714609,0,1,1
SYNE1,chr6:152442818-152958534,E3,E4,OK,2.35429,3.65132,0.633126,4.22124,5.00E-05,0.000167183
SYNE2,chr14:64319682-64693167,E3,E4,OK,11.9405,9.91787,-0.267763,-0.89819,0.11545,0.187774
SYNE3,chr14:95883830-95942173,E3,E4,OK,1.48959,0.951494,-0.646647,-2.47076,5.00E-05,0.000167183
SYNE4,chr19:36494001-36499672,E3,E4,NOTEST,0.0350845,0.0308903,-0.18368,0,1,1
SYNGAP1,chr6_ssto_hap7:4868092-4901710,E3,E4,OK,6.1695,5.99731,-0.0408394,-0.257117,0.6477,0.741604
SYNGR1,chr22:39745953-39781593,E3,E4,OK,13.2036,8.38108,-0.655718,-3.26768,5.00E-05,0.000167183
SYNGR2,chr17:76164670-76169009,E3,E4,OK,25.5309,29.3168,0.199485,1.27458,0.0264,0.0522807
SYNGR3,chr16:2039945-2044276,E3,E4,OK,3.00357,2.55295,-0.234514,-0.993551,0.0834,0.142395
SYNGR4,chr19:48867650-48879634,E3,E4,NOTEST,0.103726,0.137107,0.402522,0,1,1
SYNJ1,chr21:34001068-34100351,E3,E4,OK,6.21022,4.44124,-0.483683,-3.04459,5.00E-05,0.000167183
SYNJ2,chr6:158402887-158520207,E3,E4,OK,11.6181,7.4546,-0.64017,-4.22512,5.00E-05,0.000167183
SYNJ2-IT1,chr6:158402887-158520207,E3,E4,NOTEST,0.314624,0.179764,-0.807526,0,1,1
SYNJ2BP,chr14:70791797-70883807,E3,E4,OK,10.6827,8.67257,-0.300739,-1.43157,0.01205,0.0260681
SYNJ2BP-COX16,chr14:70791797-70883807,E3,E4,OK,0.563856,0.0875719,-2.68679,-0.791958,0.2577,0.362822
SYNM,chr15:99645285-99675800,E3,E4,OK,21.5332,28.6241,0.410666,2.80546,5.00E-05,0.000167183
SYNPO,chr5:149980641-150038792,E3,E4,OK,0.794371,22.6158,4.83138,22.5827,5.00E-05,0.000167183
SYNPO2,chr4:119809995-119982402,E3,E4,NOTEST,0.257562,0.243733,-0.0796183,0,1,1
SYNPO2L,chr10:75404643-75415832,E3,E4,OK,0.576103,0.671653,0.221388,0.765178,0.18495,0.277857
SYNPR,chr3:63263913-63602597,E3,E4,OK,0.328654,1.29809,1.98175,5.01149,5.00E-05,0.000167183
SYNPR-AS1,chr3:63263913-63602597,E3,E4,NOTEST,0,0,0,0,1,1
SYNRG,chr17:35874899-35969486,E3,E4,OK,11.4351,11.0505,-0.0493557,-0.327405,0.56495,0.669866
SYP,chrX:49044264-49056661,E3,E4,OK,2.25676,2.02577,-0.155779,-0.64616,0.26315,0.36905
SYPL1,chr7:105730813-105753093,E3,E4,OK,39.5005,39.5336,0.00120565,0.00811252,0.9896,0.99236
SYPL2,chr1:110009099-110024764,E3,E4,OK,0.442728,0.373008,-0.247214,-0.710791,0.22655,0.327297
SYS1,chr20:43990576-44039250,E3,E4,OK,13.7281,14.6637,0.0951156,0.509249,0.3737,0.487758
SYS1-DBNDD2,chr20:43990576-44039250,E3,E4,OK,0.899852,1.40016,0.637836,0.501516,0.397,0.51145
SYT1,chr12:79257772-79845788,E3,E4,OK,46.5191,8.16931,-2.50954,-16.474,5.00E-05,0.000167183
SYT10,chr12:33528347-33592754,E3,E4,NOTEST,0.00917516,0,#NAME?,0,1,1
SYT11,chr1:155829259-155854990,E3,E4,OK,92.2609,92.1181,-0.00223435,-0.0154134,0.97965,0.986332
SYT12,chr11:66790189-66818334,E3,E4,OK,0.943057,1.21223,0.362241,1.36011,0.0173,0.0358882
SYT13,chr11:45261852-45307884,E3,E4,OK,0.260286,1.14435,2.13637,6.81375,5.00E-05,0.000167183
SYT14,chr1:210111518-210337633,E3,E4,OK,0.32773,1.46973,2.16497,7.0665,5.00E-05,0.000167183
SYT14L,chr4:68918915-68995587,E3,E4,NOTEST,0.00499756,0.00640936,0.358955,0,1,1
SYT15,chr10:46955443-46970601,E3,E4,OK,1.83725,1.95621,0.0905146,0.401371,0.4855,0.597721
SYT16,chr14:62462540-62568427,E3,E4,NOTEST,0.0104906,0.0766859,2.86987,0,1,1
SYT17,chr16:19179637-19278554,E3,E4,OK,11.0889,19.0935,0.783972,4.70444,5.00E-05,0.000167183
SYT2,chr1:202559724-202679551,E3,E4,NOTEST,0.139032,0.0939066,-0.566117,0,1,1
SYT3,chr19:51125233-51143092,E3,E4,OK,0.108397,0.510593,2.23584,3.0755,1.00E-04,0.00032265
SYT4,chr18:40847856-40857615,E3,E4,OK,0.502265,3.92211,2.96511,11.7371,5.00E-05,0.000167183
SYT5,chr19:55684468-55691720,E3,E4,OK,0.408005,1.38461,1.76282,4.20204,5.00E-05,0.000167183
SYT6,chr1:114631913-114696472,E3,E4,NOTEST,0.00351425,0.230894,6.03787,0,1,1
SYT7,chr11:61281187-61348344,E3,E4,NOTEST,0.022644,0.218933,3.27329,0,1,1
SYT8,chr11:1855673-1858750,E3,E4,NOTEST,0.0670006,0,#NAME?,0,1,1
SYT9,chr11:7273180-7490276,E3,E4,OK,0.272788,2.95943,3.43946,10.587,5.00E-05,0.000167183
SYTL1,chr1:27668482-27680423,E3,E4,OK,0.67152,0.307773,-1.12556,-2.20568,9.00E-04,0.00249084
SYTL2,chr11:85405264-85522178,E3,E4,OK,1.36193,31.8703,4.54849,19.7975,5.00E-05,0.000167183
SYTL3,chr6:159071045-159185908,E3,E4,OK,0.132729,0.427454,1.68729,1.89008,3.00E-04,0.00090347
SYTL4,chrX:99929488-99987135,E3,E4,OK,5.15739,5.26312,0.0292776,0.170255,0.7671,0.837724
SYTL5,chrX:37865834-37988073,E3,E4,OK,1.69585,0.793135,-1.09637,-4.51045,5.00E-05,0.000167183
SYVN1,chr11:64888098-64902003,E3,E4,OK,12.2055,12.6968,0.0569318,0.132546,0.81715,0.874794
SZRD1,chr1:16693524-16724643,E3,E4,OK,51.6231,48.7079,-0.0838606,-0.570759,0.3181,0.42925
SZT2,chr1:43855555-43919918,E3,E4,OK,3.86528,3.11893,-0.309521,-1.67597,0.00325,0.00803586
T,chr6:166571145-166582157,E3,E4,NOTEST,0.0145091,0,#NAME?,0,1,1
TAAR1,chr6:132966122-132967142,E3,E4,NOTEST,0,0,0,0,1,1
TAAR2,chr6:132938288-132945414,E3,E4,NOTEST,0,0,0,0,1,1
TAAR3,chr6:132929363-132930441,E3,E4,NOTEST,0,0.0767032,Inf,0,1,1
TAAR5,chr6:132909730-132910877,E3,E4,NOTEST,0.0128363,0,#NAME?,0,1,1
TAAR6,chr6:132891460-132892498,E3,E4,NOTEST,0,0,0,0,1,1
TAAR8,chr6:132873831-132874860,E3,E4,NOTEST,0,0,0,0,1,1
TAAR9,chr6:132859426-132860475,E3,E4,NOTEST,0,0,0,0,1,1
TAB1,chr22:39795758-39833133,E3,E4,OK,17.2214,12.5928,-0.451595,-2.81533,5.00E-05,0.000167183
TAB2,chr6:149639435-149732747,E3,E4,OK,22.6325,39.5155,0.80402,5.44386,5.00E-05,0.000167183
TAB3,chrX:30845558-30907511,E3,E4,OK,4.96483,4.16322,-0.254043,-1.56942,0.0067,0.0154035
TAC1,chr7:97361270-97369784,E3,E4,NOTEST,0,0.103877,Inf,0,1,1
TAC3,chr12:57403780-57410344,E3,E4,OK,0.629156,0.385582,-0.70638,-0.620186,0.11025,0.180424
TAC4,chr17:47915670-47926199,E3,E4,NOTEST,0,0.0543716,Inf,0,1,1
TACC1,chr8:38585703-38710546,E3,E4,OK,26.8223,16.8487,-0.67079,-4.56343,5.00E-05,0.000167183
TACC2,chr10:123748688-124014057,E3,E4,OK,6.3742,5.89491,-0.112773,-0.672382,0.2393,0.342278
TACC3,chr4:1723216-1746905,E3,E4,OK,7.40365,8.17613,0.14318,0.838456,0.14585,0.228127
TACO1,chr17:61678230-61685725,E3,E4,OK,16.4936,16.1519,-0.0301953,-0.177259,0.75455,0.828568
TACR1,chr2:75273589-75426645,E3,E4,OK,5.54833,9.43375,0.765777,4.68604,5.00E-05,0.000167183
TACR2,chr10:71163957-71176674,E3,E4,NOTEST,0.0449481,0.0645324,0.521762,0,1,1
TACR3,chr4:104510624-104640973,E3,E4,NOTEST,0.0104301,0.00925169,-0.172962,0,1,1
TACSTD2,chr1:59041094-59043166,E3,E4,NOTEST,0.0078176,0.0144423,0.885499,0,1,1
TADA1,chr1:166825748-166845654,E3,E4,OK,13.8356,11.207,-0.303979,-1.8389,0.00075,0.00210502
TADA2A,chr17:35766976-35837226,E3,E4,OK,7.42894,6.923,-0.101759,-0.519597,0.3635,0.476877
TADA2B,chr4:6911170-7059677,E3,E4,OK,6.81107,6.883,0.0151549,0.0462062,0.9339,0.95483
TADA3,chr3:9821653-9878040,E3,E4,OK,47.1956,55.6569,0.237907,1.05953,0.06515,0.115074
TAF1,chrX:70430034-70948962,E3,E4,OK,5.17169,4.62012,-0.162705,-0.216424,0.6984,0.784486
TAF10,chr11:6624963-6633475,E3,E4,OK,108.986,113.05,0.0528234,0.225222,0.69625,0.782769
TAF11,chr6:34845554-34855848,E3,E4,OK,27.849,27.631,-0.0113361,-0.0722717,0.90135,0.932985
TAF12,chr1:28929608-28969604,E3,E4,OK,25.7645,25.8382,0.00411732,0.0247171,0.9649,0.976606
TAF13,chr1:109606997-109618624,E3,E4,OK,42.2202,52.0943,0.303191,1.7323,0.0033,0.00813684
TAF15,chr17:34136458-34174246,E3,E4,OK,52.5507,61.3448,0.22323,1.50278,0.00985,0.0217576
TAF1A,chr1:222731243-222763275,E3,E4,OK,3.13724,2.69788,-0.217668,-0.902921,0.11575,0.188161
TAF1B,chr2:9983570-10074545,E3,E4,OK,6.17176,6.06446,-0.0253037,-0.136216,0.8126,0.871344
TAF1C,chr16:84178864-84220676,E3,E4,OK,6.62472,6.54508,-0.0174498,-0.102202,0.85765,0.902852
TAF1D,chr11:93469095-93474703,E3,E4,OK,23.4847,19.7712,-0.248323,-1.48816,0.00965,0.021369
TAF1L,chr9:32629451-32635667,E3,E4,NOTEST,0.224209,0.153205,-0.549381,0,1,1
TAF2,chr8:120743013-120845074,E3,E4,OK,10.5598,9.35035,-0.17549,-1.13655,0.0477,0.0877094
TAF3,chr10:7860466-8057016,E3,E4,OK,6.38359,4.50944,-0.50142,-2.83139,5.00E-05,0.000167183
TAF4,chr20:60549853-60640866,E3,E4,OK,4.19903,3.2216,-0.382282,-2.15352,1.00E-04,0.00032265
TAF4B,chr18:23806408-23971650,E3,E4,NOTEST,0.0893137,0.28165,1.65695,0,1,1
TAF5,chr10:105127723-105156270,E3,E4,OK,2.22606,1.8234,-0.287857,-0.574312,0.3158,0.427024
TAF5L,chr1:229728865-229761794,E3,E4,OK,8.77632,9.04716,0.0438484,0.267589,0.6458,0.740383
TAF6,chr7:99690403-99723128,E3,E4,OK,33.097,31.1341,-0.0882062,-0.37086,0.5149,0.624648
TAF6L,chr11:62538774-62554813,E3,E4,OK,10.5665,10.28,-0.0396578,-0.231657,0.6871,0.775543
TAF7,chr5:140698056-140700351,E3,E4,OK,94.0912,75.6199,-0.315294,-2.1573,0.00015,0.000473552
TAF7L,chrX:100523240-100548059,E3,E4,NOTEST,0.0485647,0.0682689,0.491323,0,1,1
TAF8,chr6:42018250-42048644,E3,E4,OK,6.93905,5.51618,-0.331068,-2.00376,0.00065,0.0018484
TAF9,chr5:68647552-68710630,E3,E4,OK,83.6736,76.1913,-0.135146,-0.732173,0.2035,0.299907
TAF9B,chrX:77385244-77395179,E3,E4,OK,23.0714,18.9777,-0.281804,-1.83596,0.001,0.00274895
TAGAP,chr6:159456026-159466184,E3,E4,NOTEST,0.0530155,0.0650019,0.294066,0,1,1
TAGLN,chr11:117049938-117075508,E3,E4,OK,27.1876,232.227,3.09452,15.0939,5.00E-05,0.000167183
TAGLN2,chr1:159887902-159895284,E3,E4,OK,69.3915,245.309,1.82177,12.3595,5.00E-05,0.000167183
TAGLN3,chr3:111717585-111732735,E3,E4,OK,47.1319,105.359,1.16054,7.66578,5.00E-05,0.000167183
TAL1,chr1:47681962-47695443,E3,E4,NOTEST,0.0483845,0.0318955,-0.601192,0,1,1
TAL2,chr9:108424737-108425385,E3,E4,NOTEST,0.0363175,0.239844,2.72336,0,1,1
TALDO1,chr11:747431-765024,E3,E4,OK,111.578,96.9851,-0.202218,-1.367,0.0146,0.0308941
TAMM41,chr3:11831918-11888352,E3,E4,OK,6.22012,7.60098,0.289241,1.35407,0.01755,0.0363269
TANC1,chr2:159825145-160089170,E3,E4,OK,11.224,9.71561,-0.208208,-1.39103,0.0144,0.0305436
TANC2,chr17:60778674-61505067,E3,E4,OK,8.74132,8.08255,-0.113041,-0.757162,0.1872,0.280484
TANGO2,chr22:20008630-20053447,E3,E4,OK,8.87378,8.11479,-0.128996,-0.737016,0.19305,0.287339
TANGO6,chr16:68877508-69119085,E3,E4,OK,4.44825,5.9597,0.422,2.52705,5.00E-05,0.000167183
TANK,chr2:161993465-162092683,E3,E4,OK,12.2151,18.2662,0.580513,2.82962,5.00E-05,0.000167183
TAOK1,chr17:27717942-27878921,E3,E4,OK,18.6065,14.3658,-0.373172,-2.55315,5.00E-05,0.000167183
TAOK2,chr16:29985187-30003582,E3,E4,OK,15.0556,15.3383,0.0268418,0.178435,0.7607,0.833085
TAOK3,chr12:118587605-118810750,E3,E4,OK,15.6964,10.6479,-0.559861,-3.653,5.00E-05,0.000167183
TAP1,chr6_ssto_hap7:4239266-4252521,E3,E4,OK,26.9758,24.3355,-0.148598,-0.819938,0.1517,0.235593
TAP2,chr6_ssto_hap7:4220532-4237318,E3,E4,OK,5.83983,6.62325,0.181613,1.023,0.07325,0.127443
TAPBP,chr6_qbl_hap6:4499711-4514410,E3,E4,OK,29.6559,40.5046,0.449765,3.009,5.00E-05,0.000167183
TAPBPL,chr12:6561176-6579843,E3,E4,OK,1.88753,1.26553,-0.576759,-0.881591,0.12685,0.202842
TAPT1,chr4:16162127-16228161,E3,E4,OK,11.6368,10.0943,-0.205154,-1.32818,0.01955,0.0400061
TAPT1-AS1,chr4:16228285-16259810,E3,E4,OK,0.99317,0.886621,-0.163722,-0.497366,0.3409,0.453492
TARBP1,chr1:234527058-234614849,E3,E4,OK,5.08421,5.76393,0.181031,1.10332,0.0543,0.0983955
TARBP2,chr12:53894704-53900215,E3,E4,OK,14.1471,15.6599,0.146569,0.834819,0.1458,0.228072
TARDBP,chr1:11072678-11085549,E3,E4,OK,35.0036,32.8681,-0.0908146,-0.617647,0.27185,0.378579
TARM1,chr19:54573200-54584634,E3,E4,NOTEST,0,0,0,0,1,1
TARP,chr7:38299243-38313248,E3,E4,NOTEST,0,0,0,0,1,1
TARS,chr5:33440801-33468196,E3,E4,OK,42.6068,57.5291,0.43321,2.95745,5.00E-05,0.000167183
TARS2,chr1:150459839-150480085,E3,E4,OK,7.69032,8.81628,0.197126,1.13202,0.04505,0.0834874
TARSL2,chr15:102193954-102264645,E3,E4,OK,14.1615,7.85106,-0.851016,-5.28972,5.00E-05,0.000167183
TAS1R1,chr1:6615337-6639817,E3,E4,NOTEST,0.00798404,0,#NAME?,0,1,1
TAS1R2,chr1:19166092-19186155,E3,E4,NOTEST,0,0.00670519,Inf,0,1,1
TAS1R3,chr1:1266725-1269844,E3,E4,NOTEST,0.405825,0.15667,-1.37312,0,1,1
TAS2R1,chr5:9629108-9630463,E3,E4,NOTEST,0,0,0,0,1,1
TAS2R10,chr12:10977944-10978868,E3,E4,NOTEST,0.1763,0.0874073,-1.01221,0,1,1
TAS2R13,chr12:10998447-11328619,E3,E4,NOTEST,0.0214624,0.0376453,0.810659,0,1,1
TAS2R14,chr12:10998447-11328619,E3,E4,OK,3.48752,2.35328,-0.567528,-0.576777,0.32395,0.435704
TAS2R16,chr7:122634758-122635754,E3,E4,NOTEST,0,0,0,0,1,1
TAS2R19,chr12:10998447-11328619,E3,E4,OK,1.96043,0.926139,-1.08187,-0.678097,0.23955,0.342571
TAS2R20,chr12:10998447-11328619,E3,E4,OK,1.86449,1.23372,-0.595766,-0.729951,0.204,0.300527
TAS2R3,chr7:141463896-141464997,E3,E4,NOTEST,0.110064,0.123438,0.165448,0,1,1
TAS2R30,chr12:10998447-11328619,E3,E4,NOTEST,0.0907255,0.0908862,0.00255416,0,1,1
TAS2R31,chr12:10998447-11328619,E3,E4,OK,1.08476,0.576256,-0.912599,-0.457413,0.4404,0.554309
TAS2R38,chr7:141672430-141673573,E3,E4,NOTEST,0,0,0,0,1,1
TAS2R39,chr7:142880511-142881528,E3,E4,NOTEST,0,0,0,0,1,1
TAS2R4,chr7:141478288-141479188,E3,E4,NOTEST,0.256368,0.285738,0.156478,0,1,1
TAS2R40,chr7:142919171-142920143,E3,E4,NOTEST,0,0,0,0,1,1
TAS2R41,chr7:143078359-143220540,E3,E4,NOTEST,0,0,0,0,1,1
TAS2R42,chr12:11338598-11339543,E3,E4,NOTEST,0.0163298,0,#NAME?,0,1,1
TAS2R43,chr12:10998447-11328619,E3,E4,NOTEST,0.227074,0.270222,0.250983,0,1,1
TAS2R46,chr12:10998447-11328619,E3,E4,NOTEST,0.300543,0.114358,-1.39402,0,1,1
TAS2R5,chr7:141490016-141491166,E3,E4,OK,0.589405,0.495596,-0.250096,-0.415274,0.45405,0.567892
TAS2R50,chr12:10998447-11328619,E3,E4,NOTEST,0.262821,0.168416,-0.642053,0,1,1
TAS2R60,chr7:143078359-143220540,E3,E4,NOTEST,0,0,0,0,1,1
TAS2R7,chr12:10954130-10955226,E3,E4,NOTEST,0,0,0,0,1,1
TAS2R8,chr12:10958649-10959579,E3,E4,NOTEST,0,0,0,0,1,1
TAS2R9,chr12:10961692-10962767,E3,E4,NOTEST,0,0,0,0,1,1
TASP1,chr20:13370035-13619583,E3,E4,OK,4.48639,5.40695,0.269259,1.38613,0.0135,0.0288576
TAT,chr16:71600753-71610998,E3,E4,OK,0.51212,0.654715,0.354387,1.01555,0.07935,0.136545
TATDN1,chr8:125487007-125551329,E3,E4,OK,20.7628,19.0322,-0.125557,-0.387338,0.5027,0.613693
TATDN2,chr3:10290176-10335133,E3,E4,OK,10.0866,9.83327,-0.0366957,-0.233442,0.68885,0.776821
TATDN3,chr1:212965169-212990167,E3,E4,OK,7.09936,6.32769,-0.166012,-0.92733,0.1061,0.174769
TAX1BP1,chr7:27778991-27869386,E3,E4,OK,51.7209,51.6261,-0.00264529,-0.0180177,0.9744,0.982534
TAX1BP3,chr17:3539761-3599698,E3,E4,OK,44.4289,49.4204,0.153608,0.7027,0.2176,0.316639
TAZ,chrX:153626570-153650063,E3,E4,OK,9.52853,7.59412,-0.327371,-0.326398,0.67575,0.765765
TBATA,chr10:72530994-72545157,E3,E4,NOTEST,0,0,0,0,1,1
TBC1D1,chr4:37892704-38140796,E3,E4,OK,3.45636,12.9997,1.91115,11.6932,5.00E-05,0.000167183
TBC1D10A,chr22:30687978-30722955,E3,E4,OK,14.5592,9.26566,-0.651964,-3.81977,5.00E-05,0.000167183
TBC1D10B,chr16:30368421-30381522,E3,E4,OK,13.7465,14.6898,0.0957485,0.615911,0.2849,0.393127
TBC1D10C,chr11:67171383-67177561,E3,E4,NOTEST,0.118954,0.183071,0.622002,0,1,1
TBC1D12,chr10:96162185-96296089,E3,E4,OK,3.68443,3.50979,-0.0700561,-0.40829,0.4788,0.591498
TBC1D13,chr9:131549509-131572711,E3,E4,OK,7.9438,9.40701,0.243908,1.51792,0.0082,0.0184586
TBC1D14,chr4:6911170-7059677,E3,E4,OK,10.9261,8.74538,-0.321192,-1.21599,0.0339,0.0649936
TBC1D15,chr12:72233486-72320629,E3,E4,OK,2.34731,3.68464,0.650514,3.57967,5.00E-05,0.000167183
TBC1D16,chr17:77906141-78009657,E3,E4,OK,13.57,11.1042,-0.28931,-1.19366,0.0384,0.0726799
TBC1D17,chr19:50380681-50392007,E3,E4,OK,14.4335,17.4631,0.274888,1.70571,0.00275,0.00691162
TBC1D19,chr4:26585545-26756918,E3,E4,OK,5.38808,7.06643,0.391209,2.08157,0.00045,0.00131916
TBC1D2,chr9:100961279-101018003,E3,E4,OK,0.745298,0.499834,-0.576366,-1.49267,0.00225,0.00578199
TBC1D20,chr20:416123-443187,E3,E4,OK,16.3822,14.6116,-0.165017,-1.09188,0.0573,0.102991
TBC1D21,chr15:74165967-74181556,E3,E4,NOTEST,0,0,0,0,1,1
TBC1D22A,chr22:47158517-47571342,E3,E4,OK,3.77753,4.97133,0.396188,2.21149,2.00E-04,0.000620378
TBC1D22B,chr6:37179953-37300746,E3,E4,OK,4.26049,4.69935,0.141441,0.761311,0.1864,0.279507
TBC1D23,chr3:99979660-100044096,E3,E4,OK,11.6832,10.3682,-0.172268,-1.09985,0.05435,0.0984271
TBC1D24,chr16:2525146-2555734,E3,E4,OK,3.75348,3.02154,-0.312946,-1.84795,0.0015,0.00399612
TBC1D25,chrX:48398074-48420997,E3,E4,OK,3.73278,5.02243,0.428137,2.393,5.00E-05,0.000167183
TBC1D26,chr17:15635590-15648098,E3,E4,NOTEST,0.0666064,0.0685688,0.0418916,0,1,1
TBC1D28,chr17:18538841-18547740,E3,E4,NOTEST,0.00682744,0.00807908,0.242845,0,1,1
TBC1D29,chr17:28886583-28890509,E3,E4,NOTEST,0,0.0554454,Inf,0,1,1
TBC1D2B,chr15:78287326-78369994,E3,E4,OK,2.23844,3.86851,0.789281,4.48258,5.00E-05,0.000167183
"TBC1D3,TBC1D3F",chr17:36337527-36348666,E3,E4,NOTEST,2.35E-05,2.24E-05,-0.0678285,0,1,1
TBC1D30,chr12:65218351-65274798,E3,E4,NOTEST,0.144644,0.117511,-0.299714,0,1,1
TBC1D3B,chr17:34493060-34503988,E3,E4,NOTEST,0.00845999,0,#NAME?,0,1,1
TBC1D3C,chr17:34581084-34592032,E3,E4,NOTEST,0,0,0,0,1,1
TBC1D3F,chr17:36337527-36348666,E3,E4,NOTEST,0.226907,0.184474,-0.298688,0,1,1
TBC1D3G,chr17:34797174-34808103,E3,E4,NOTEST,0,0,0,0,1,1
TBC1D3H,chr17:34745935-34757050,E3,E4,NOTEST,0,0,0,0,1,1
TBC1D3P1-DHX40P1,chr17:58053384-58096336,E3,E4,NOTEST,0.0419485,0.0154847,-1.43777,0,1,1
TBC1D3P2,chr17:60342066-60353016,E3,E4,NOTEST,0.0309349,0.0145199,-1.0912,0,1,1
TBC1D3P5,chr17:25745030-25758649,E3,E4,NOTEST,0.0951919,0.0318459,-1.57973,0,1,1
TBC1D4,chr13:75858808-76056250,E3,E4,OK,0.341296,0.497187,0.542762,1.88769,0.00145,0.00387111
TBC1D5,chr3:17198653-17784240,E3,E4,OK,16.3798,12.105,-0.436313,-2.90205,5.00E-05,0.000167183
TBC1D7,chr6:13305183-13328787,E3,E4,OK,16.1585,15.7505,-0.0369025,-0.200543,0.72485,0.804501
TBC1D8,chr2:101618690-101767846,E3,E4,OK,0.930474,1.35361,0.54077,0.278801,0.62445,0.721825
TBC1D8B,chrX:106045918-106119377,E3,E4,OK,0.12363,0.884015,2.83805,4.82814,5.00E-05,0.000167183
TBC1D9,chr4:141541935-141677471,E3,E4,OK,8.00089,12.5854,0.653515,4.23083,5.00E-05,0.000167183
TBC1D9B,chr5:179289070-179334856,E3,E4,OK,35.1612,34.051,-0.0462883,-0.317825,0.5847,0.687775
TBCA,chr5:76986994-77072185,E3,E4,OK,306.414,293.004,-0.0645655,-0.439826,0.43445,0.548695
TBCB,chr19:36602104-36616849,E3,E4,OK,66.5229,84.5641,0.346196,2.07861,3.00E-04,0.00090347
TBCC,chr6:42712233-42713884,E3,E4,OK,12.2031,11.5913,-0.074212,-0.422832,0.4583,0.571975
TBCCD1,chr3:186263855-186288332,E3,E4,OK,6.32186,6.79975,0.105131,0.598189,0.29305,0.402351
TBCD,chr17:80709939-80901062,E3,E4,OK,25.7583,25.7935,0.00197264,0.0133283,0.98255,0.988178
TBCE,chr1:235530727-235667781,E3,E4,OK,15.0404,13.3594,-0.170989,-0.664542,0.2486,0.352773
TBCEL,chr11:120894802-120960354,E3,E4,OK,6.46813,5.87438,-0.138913,-0.829588,0.14655,0.228937
TBCK,chr4:106967232-107270381,E3,E4,OK,18.2158,15.2473,-0.256643,-1.22909,0.03215,0.0621753
TBK1,chr12:64845839-64895899,E3,E4,OK,9.53889,8.27166,-0.205645,-1.24579,0.0297,0.0580243
TBKBP1,chr17:45772629-45789429,E3,E4,OK,8.08463,5.56189,-0.539605,-3.27461,5.00E-05,0.000167183
TBL1X,chrX:9431334-9687780,E3,E4,OK,16.9252,11.7865,-0.522032,-3.46897,5.00E-05,0.000167183
TBL1XR1,chr3:176738541-176915048,E3,E4,OK,11.1336,15.7038,0.4962,3.32046,5.00E-05,0.000167183
TBL1Y,chrY:6778726-6959724,E3,E4,NOTEST,0,0.00542762,Inf,0,1,1
TBL2,chr7:72983276-72993013,E3,E4,OK,10.4608,10.4277,-0.00457119,-0.0282438,0.9628,0.975004
TBL3,chr16:2022063-2028751,E3,E4,OK,13.8596,14.4626,0.0614376,0.385032,0.5032,0.614155
TBP,chr6:170863420-170881958,E3,E4,OK,9.28251,8.75084,-0.0850928,-0.471981,0.4043,0.51873
TBPL1,chr6:134273307-134308638,E3,E4,OK,37.0081,34.4469,-0.103468,-0.663374,0.24675,0.350642
TBPL2,chr14:55880929-55907263,E3,E4,NOTEST,0,0.0104848,Inf,0,1,1
TBR1,chr2:162272619-162281573,E3,E4,NOTEST,0.036366,0.0242778,-0.582955,0,1,1
TBRG1,chr11:124492741-124564687,E3,E4,OK,9.53218,9.2723,-0.0398785,-0.163786,0.77635,0.843677
TBRG4,chr7:45139698-45151346,E3,E4,OK,16.4356,18.1449,0.142736,0.881606,0.12345,0.198456
TBX1,chr22:19744225-19771112,E3,E4,OK,26.6466,0.529611,-5.65287,-14.8915,5.00E-05,0.000167183
TBX10,chr11:67398773-67407031,E3,E4,NOTEST,0.0120196,0.0191744,0.6738,0,1,1
